Tweets,Label
सबको लाख दुंगा कहनेवालाआज कोरोना लढने मुझे पैसे डोनेट करो कमाल,0
ब्रेकिंग लोगों पटाखे फोड़ डाले कोरोना कान पर्दा फटा,0
थाली ताली घंटी अब दीप मोमबत्तियां लगता अगली बार साध्वी प्रज्ञा सिंह कोरोना श्राप दिलवाएंगे क्या मोदी जी,0
आज जलाते जन चेतना दोहराते समाज कल्याण प्रतिज्ञा बा,0
वैष्णों देवी अलग अलग जगह लोग फँसे मरकज़ इमारत वैष्णों देवी विदेशी आए,0
कोरोना मरीजों मुस्लिम PM Care Fund दान देने वालों हिन्दु कह,1
वर्तमान NDA सरकार कैबिनेट मंत्री राज्य मंत्री स्वतंत्र प्रभार राज्य मंत्री सारे मंत्री कहाँ,0
देश कोरोना आंकड़ा बढ़कर ठीक मौत घंटो नए मामले घण्टों लोगों मौत,1
कोरोनावारियर्स लैबटेक्नीशियन गौतम गोदा ward boy देसी जुगाड़ हाथ धोनेके लिएउपयोग मरीज़ वहॉस्पिटल कोरो,1
हर धर्म सम्मान करती हुँ जमातियों पूरे लॉकडाउन ऐसी तैसी दी पूरे देश कोरोना फैला,0
मेरी पत्नी लिवर आंत इंफेक्शन संघर्ष रही SSPGI टेस्ट शुरू तभी लॉक ग,0
साथियों मोदी कोरोना महामारी बारे सही जानकारी पहुंचाई गई पूरे देशवासियों दिवाली मनवा,1
पैशनर वेलफेयर ऐसोसिएशन कोरोना महामारी चलते हजार राशि मुख्यमं via,1
कोरोना इलाज थाली ताली घंटी घन्टा पटाखा,0
गोरक्षपीठाधीश्वर मुख्यमंत्री श्री जी लोककल्‍याण बार परंपरा तोड़ दी कोरोना बचाव,1
गरीबों पर्याप्त भोजन मिले डॉक्टर नर्सों पर्याप्त संसाधन मिले करोड़ों नागरिकों भरोसा मिले प्रवासियों परिवह,1
फैलेगा कोरोना आएंगे ज़द्द तुम्हारी मनमानी एंकरिंग हिन्दू मुस्लिम हिन्,0
कह उठाया खाँसूँगा कोरोना फैलाऊंगा ज़रा खुद बार इन सुरक्षाकर्मियों जगह रख देखिए बताइए लो,0
पुरे देश कोरोना जिहाद वाइरस फैल चुका अब समय रहते इलाज चाहिए कोरोना जिहाद,0
ताली बजाने टॉर्च जलाने भागेगा कोरोना पीएम परवाह राहुल गाँधी,0
हमने भुखमरी झेली हैसाहबये कोरोना क्या चीज होमगार्ड्स बचाओ आंदोलन अप्रैल मुख्यमंत्री आवास चलोअगर समस्,1
हिंदुस्तान दुनिया ऐसा एकलौता देश लोग कोरोना वेलकम करके देश बर्बाद दुआ माँगते,0
DefeatCoronaWithWillpower आज अंधेरी रात कोरोना मुझपर एहसान करदे सीनीयर ज़हरीले ऐंकरो धप्पा बोलदे वैसे,0
साद मियां निजामुद्दीन मरघट अल्लाह नेक बन्दा वक़्त नमाज़ी तबलीगी जमात सरगना जाहिल लोग खुदा समझते,0
दिल्ली पिछले घंटे कोरोना केस जिसमें कोरोना संक्रमित निजामुद्दीन मरकज संख्या बढकर महा,1
भ्रष्ट बुद्धिजीवियों निशाने कोरोना ज़्यादा मुसलमान ईश्वर आज रात नौ बजे  अंधकार प्रकाश ओर,0
दीये दीया जलेगा तभी अंधेरा छटेगा महामारी कोरोना खिलाफ दीया देश एकजुटता नाम जय दुष्यंत,0
BJP वालों कोरोना हल पा लिया भक्तों अनुरोध सब जाप,0
कोरोना वॉर एकजुट इंडिया इंडिया दुनिया संदेश जान जहान प्राइम डिबेट रात PM,1
धर्म जाति लड़ाई हम सबको मिलकर लड़ना चाहिए कोरोना धर्म जाति देखता,0
कोरोना वाला मास्क देखा मौक़े दम तोड़,0
कह ऐसी मशीन बनाऊंगा उधर कोरोना डालो इधर करीना निकलेगी वैज्ञनिक नाम आपको पता होगा,0
राजधानी जयपुर कोरोना दोपहर तीन बजे पॉजिटिव केस आज जयपुर आये पॉजिटिव केस आंकड़े,1
अरे जाहिलो पुलिस वालो दौड़ा दौड़ा पीटा आज वही पुलिस मसीहा बनकर आई कॉरोना संकट घड़ी आभार,1
दिन शाहीनबाग धरना दे बिरयानी अल्लाह दे अब दिन राष्ट्र लॉकडाउन क्या खाना,1
कोरोना वायरस महामारी बेमौसमी वर्षा आंधी तूफान प्राकृतिक आपदाओं विश्व बचाना संतों,1
मौलाना कोरोना मर जहन्नुम जाकर अल्लाह पूँछा “मैं वक़्त नमाजी हूँ मुझे बचाने क्यों नही आए वो बोले “ग,0
मुंबई महीने कोरोना पॉजिटिव बच्चे फाइटर नर्स हम बच्चे दुआ करे भगवान जल्दी स्वस्,1
कोरोना संकटः हजार दिहाड़ी मजदूरों मदद करेंगे सलमान खान जुटा बैंक अकाउंट डीटेल,0
समाजवादी पार्टी माननीय राष्ट्रीय अध्यक्ष श्री अखिलेश यादव जी आदेशानुसार गृह जनपद महोबा कोरोना वायरस म,1
“गोदी मीडिया” “नफरत भारी चापलूसी” देखकर कोरोना बोल होगा “मान गए गुरु तुम मुझसे बड़े महामारी हो”,0
कोरोना महामारी खिलाफ जंग सात साल डॉक्टर बने आयरलैंड पीएम,1
लॉक डाउन जनता पूछेगी सवाल इसलिए कोरोना नाम मुसलमानों फंसा बवाल जिससे देश जनता पूछे,0
रायपुर आमानाका थाना प्रभारी भरत बरेठ मार्च थाने रह क्योंकि इनके इलाक़े एम्स अस्पताल,0
कोरोना प्रधानमंत्री मंत्रियों सांसदों वेतन फीसदी कटौती सांसद निधि साल निलंबित,1
इंदौर पत्थरबाज पकड़ाए वैज्ञानिक चाहे कोरोना वैक्सीन टेस्ट मन बात,1
पहल प्रधानमंत्री मोदी जी अपील देश लोकडाऊन कोरोना वायरस समय StayHomeSaveLives  ⁦⁩,1
CoronaUpdates कोरोना केंद्रीय कैबिनेट सचिव रांची अधिकारियों ली जानकारी,1
कोरोना लानत भेज सोचता होगा मुझसे ज़्यादा ख़तरनाक इंसान जाता ख़ुदा भेजा सबको इंसान ब,0
बजेमिनट आओ जलाएँ Ganga Yamuna Kaveri गोदावरी ब्रह्मपुत्र Prayagraj पावन भूमि भारत कोरोना,0
खाद्य नागरिक आपूर्ति मंत्री श्री रमेश चंद मीणा बताया प्रदेश कोविड कोरोना वायरस कारण घोषित लॉकडाउ,1
मध्यप्रदेश लोगों माता जी तेरहवीं भोजन खिलाने पति पत्नी निकले कोरोना पॉजिटिव B amp,1
राम रहीम आशा राम बापू मीडिया बखिया उधेड दी वही पूरे देश कोरोना फैलाने वाली जमात अब मीडिया धमकी दे र,0
मत जलाओ भोसडी तुम कोरोना जिहाद फैलाओ,0
चीन दुनिया वो भारत दिल्ली सरकार बर्खास्त करके रा,0
अरे भाषण नही चाहिए लोगो कोरोना टेस्ट करवाओ वोभी दिन कम कम लाख कंट्रोल,0
हमारे देश प्रिय प्रधानमंत्री जी नरेंद्र मोदी सोच वायरस निपटें लोगों,1
मार्च आकाशवाणी लखनऊ अमेठी कोरोना महामारी बचाने चलाए कदमों प्रसारण जन जन त,1
पीएम अहवान हिंदू सामर्थानुसार कोरोना राहत कोष सहयोग प्रदान बाकी क्या टैक्स पैसो मुफ्त,0
श्रीराम जयकारा लगाइए मन हल्का जायेगा कोरोना हम हार जायेंगे वहम निकल जायेगा,0
IndiaFightsCorona संक्रमण रोकथाम कोरोना वायरस दृष्टिगत लाॅकडाउन उल्लंघन वालों विरुद्ध कार्यवाही,1
कोरोना फ़रिश्तों इंदौर पत्थर दिल्ली थूके राँची entry दुश्मन दोस्त फ़र्क़,0
सरकारकी गलती मुस्लिमोंकी बली सरकारकी गलती मुस्लिमोंकी बली कोरोना जिहादी कोन भाई बताव,0
आगरा कोरोना मरीजों संख्या सख्ती बढ़ी एसआर हॉस्पिटल आसपास जीवनी मंडी मोहनपुरा रावली आवाजाही रोक,1
कोरोना वॉरियर्स हमला क्यों Dangal लाइव,0
उत्तराखंड निजामुद्दीन मरकज पांच जमाती कोरोना पॉजिटिव,1
कोरोना आपराधिक लापरवाही छिपाने अंधविश्वास फैला मोदी कोरोना संकट मुकाबला दीया जलाने,1
कोरोना वायरस बचाव रणनीति बनानी ट्रंप आरती उतारी रही मास्क बनवाने अहमदाबाद,1
जनसेवा विश्वास हर जरूरतमंद मदद हमारा प्रयास आज कार्यकर्ताओं विभिन्न क्षेत्रों,0
सुझाव  बंद खाड़ी ट्रेनों वतनुकूलित कोचों क्यों कोरोना मरीज़ो अस्थाई अस्पताल रूप उपयोग,1
कोरोना लड़ाई सांसद स्मृति इरानी जी सराहनीय सहयोग,1
करीना कपूर ख़ान सैफ़ अली ख़ान कोरोना संक्रमण लड़ने UNICEF GIVE INDIA IAHV केयर्स,1
जगद्गुरू शंकराचार्य स्वामी वासुदेवानंद महाराज जी देशवासियों अप्रैल रात्रि बजे घरों रहकर दीपक मोमब,0
कोरोना फैलाने वाली जमात मैय्या ठोकने,0
श्रीगंगानगर खबर चूनावढ़ SHO परमेस्वर सुथार जुटाई राशन सामग्री तत्तारसर ग्रामपंचायत ग्रामी,0
कृपया सुनिए बात बताईये भारत लगभग पांच लाख साधु उनमें कोरोना पोजेटिव जय सनातन शक्ति,1
देशो करोना दवाई ढुंढी रही भारतीय मिडीया कोरोना धर्म ढुंढ लिया  मुस्लिम खिदमतगार,0
धन्यवाद दैनिक भास्कर आपने प्रमुखता मार्मिक चित्र स्थान पीड़ा पिता पुत्री समझ,0
भारत कोरोना लड़ाई सके योगदान दूंगी IndiaFightsCorona,0
थूके छा जाती कोरोना दहशत वो समझते हथियार ए जिहाद अच्छा  रिवॉल्वर गोरखपुरी,0
यूपी क्रिकेट संघ प्रधानमंत्री राहत कोष देगा लाख रुपए कोरोना वायरस वजह पीड़ित लोगों यूपी क्रिकेट संघ करेगी सहायता,1
कोरोना कहर बीच गो एयर तरफ राहत देने वाली खबर अब ऑनलाइन टिकट बुकिंग सकती अप्रैल गो एयर नेशनल,0
लोग ज्ञान बांट रहें दीपक जलाने कोरोना भागता वो बताएंगे मोमबत्ती जलाने बलात्कार कैसे रुक जाते,0
कलेक्टर श्रीमती प्रतिभा पाल कोरोना वायरस मद्देनजर जरूरतमंदो लोगो आवश्यता बनाये जिला स्तरीय कन्ट्रोल रू,1
देखिए कैसे जिहादी अब अलग अलग जगह हरकतें कोरोना वायरस फैला थौक सबको संक्रमित किए क,0
खाज हूँ खूजली हूँ दाद हूँ कोरोना कोढ़ बहता मवाद हूँ हाँ मैं “मानवता “के दुश्मन जाहिल मौलाना साद हू,0
कोरोना फैल रही वैश्विक महामारी प्रभावी ढंग निपटने हेतु उत्तर प्रदेश यशस्वी अतिकर्मठ मुख्यमंत्री आदरणीय,1
कोरोना स्पेनी राजकुमारी मौत संक्रमण जान गॅंवाने वाली पहली शाही सदस्य मारिया टेरेसा SpainCoronaVirus https,1
कोरोना विनोद,0
विदेशी जमातियों थर्मल स्क्रीनिंग मस्जिद विदेशियों क्वॉरेंटाइन कल विदेशियों कोरोना सैं,1
कोरोना मौलाना मौत मुकदमा कब modiji crush tablighi virus,0
भारत पहली स्वदेशी कोविड टेस्टिंग किट देने वालीं मीनल भोंसले किट महज़ ढाई घंटे जांच लेती मीनल,1
नरेंद्र मोदी ऑप्शन देना चाहिए जानेवारी कोरोना पहला मरीज भारत दाखील ओर,1
कोरोना खिलाफ मुहिम दिग्गज हस्तियां हुईं शामिल Video BajeMinute,0
सही पागल बंदर पिस्तौल ऊपर चला रही पिस्,0
पत्नी अब दाढ़ी बनवाओपति क्यों प्रोब्लमपत्नी बाजू वाली पूछ रही थीके तुम्हारे बाबा आये हैंवो क्या कोरो,0
शांतिदूतों कोरोना जेहाद वाला चेहरा सामने आया वो फंसने लगे सारे छुपे वामपंथी साप बिच्छू उन्हे बचाने सामने,0
कोरोना जिहाद कोरोना वायरस कोरोना हारेगा देश जीतेगा कोरोना बम,0
फैला होगा चमगादड़ तुम्हारे वहा कोरोना हमारे हिन्दुस्तान जाहिल सुअरों जमाती जिहादी फैल लो,0
मैं प्रधानमंत्री जी कहना चाहता हूं कोरोना गंभीर मामला हल्के मज़ाक थाली लिया,0
रायपुर निवासी रणनीत तलवार पुत्र श्री दीपक तलवार जी जन्मदिवस अवसर कोरोना संकट समय सहायता हेतु मुख्य,0
कोरोना अंधकार खिलाफ आइए आज शाम बजे दृढ़ संकल्प जलाएँ चलो दृढ़ संकल्प,0
Sir मेरा आपसे निवेदन कृपया इंदौर मोहल्ले हर आदमी कॉरोना जांच करवाए लोगो,1
भारत सरकार ऐतिहासिक फ़ैसला साल सांसद निधि खर्च होगी क़ोरोना उत्पन्न संकट निपटने सांसद,0
कोरोना वायरस लड़ाई उतरेंगे NCC कैडेट्स राहत पहुंचाने काम करेंगे सेना प्रशासन मदद,1
अनंत अंधकार संबल देने मौत रूपी अंधियारे लड़ने हौसलाअफ़जाई सब मिलक,0
लग लॉक डाउन १४ अप्रैल बरकरार रहेगा क्युकी कोरोना पॉजिटिव मामले तेज़ी बढ़ते दिख,1
हम लोग थाली पीट बदनाम गए जेहादी डॉक्टरों पीट मासूम बने बैठे कोरोना जिहाद थूकबाज,0
बजे मिनट दीप सोसल डीसटेनसींग पालन हुवे जलाये इससे कोरोना खिलाफ़ देश एकजुट सिद्ध हुवा,0
दर दर इश्क़ बदलने वाइरस कर्फ़्यू लगा आओ ताकि कईओ जान बेवफ़ाई कोरोना बच सके,1
This picture worth millions words डॉ साहब दिन अस्पताल ड्यूटी थोड़ा देर परिवार वालों,0
राज्य शासन कोरोना वायरस संक्रमण बचाव उपायों तहत राजधानी रायपुर सहित प्रदेश जिलों कंट्रोल रु,1
मुझे खुशी मंत्रालय विभिन्न संस्थानों स्वायत्त संगठनों विभागों PMCARES कोष करोड़ अधिक,0
अगर चिढ़ते चिढ़ने मेहमान थोड़ी सब जाहिल अब्दुल कलाम थोड़ी  कोरोना जिहादी,0
काश आज बापू जिंदा चरखे आजादी दिलाई वैसे कोरोना भगा देते Miss bapu,0
कोरोना महामारी चलते प्रदेश नर्सेज कमी,1
दिन IndiaFightsCoronavirus कोरोना हारेगा देश जीतेगा,0
तू चुप कोरोना समय तुम मध्यप्रदेश सरकार गिरा तुम्हारी बजह लॉ,0
नमस्ते ट्रंप प्रोग्राम शायद देश कोरोना लड़ समय अगर उचित कदम उठाए जाते स्थिति बेहतर सकती,1
इस्माइलाबाद राइस मिलर्स एसोसिएशन अनाज मंडी एसोसिएशन इस्माइलाबाद श्री सनातन धर्म मंदिर प्रबंधन समिति तथा सज्जनों,0
हे मूढ़ मति अब मोदी जी नही मालूम वैसा होगा सच्चाई बोलने डर लगता सुन ले पू,0
CRONA अपडेट बिहार कोरोना मरीजों संख्या पहुंची अबतक राज्य चुके मुंगेर,1
पूरे देश मरकज निजामुद्दीन कोरोना फैला अमनतुल्ला खान साइड ले इनकी हरकतें देखकर लगता,0
इटली लोग ताली बजाकर मोमबत्तियां जला देश एकता प्रदर्शित परन्तु भारत इटली वाली बच्,0
सेवा सुरक्षा शांति जिसका मूल मंत्र ऐसी वाकई कोरोना योद्धा खुद कठनाइयों बाव,0
कोरोना टेस्ट सँख्या,0
हिन्दू मान्यता दीया बुझाना अपशकुन माना जाता महाज्ञानी बताएगा दीये कितने चम्मच घी तेल डालें,0
कोरोना हारेगा देश जीतेगा लखनऊ कानून छात्र बनाया स्पेशल ड्रोन,0
भारत कोरोना अपडेट बजे मामले सक्रिय मामले मौतें पिछले घंटों मामले मौतें,1
विदेश लोग आए क्या जांच एयरपोर्ट अगर कोरोना पीड़ित रिलीज क्यों सरकारकी गलती,1
मै अल्ला सिवा नही डरता अब मै कोरोना डरने लगा हूँ लोग डरिये तबलीगी मरकज मौलाना साद बदले बोल,0
अब मत बोलना कि लाइट बंद दीपक जलाने कोरोना भाग जायेगा क्या परिचय एकता,0
आज महानवमी सिद्धिदात्री पावन अवसर दिल्ली स्थित निवास मां सिद्धिदात्री पूजा अर्चना मां सिद्धिदात्,0
आज निंबाहेड़ा पंचायत समिति सभागार कोरोना संक्रमण संबध समीक्षात्मक बैठक ली बैठक पूर्व केबीनेट मंत्री श्री,0
खुद कह मेरी दुशमनी अंधेरे कोरोना कीव मारेगा,0
सुकून कहीं कहाँ जनाब स्वस्थ मन्त्री करोना लड़ने लूडो खेल बाकियो तस्वीरें बोलती  कोरोना,0
सुना ईरान मुसलमानों कोरोना बचने मेथेनॉल पी लिया भारत मुसलमान कब पियेंगे,1
वैष्णो देवी गए कोरोना पत्रकार अली फैलाया झूठ कमलेश तिवारी हत्या मनाया जश्न Coronavirus Vaishnod,1
Video टीम वर्क रायपुर कोरोना मुक्त राजधानी तीन रोगी लौटे प्रो डॉ नितिन नागरकर,1
देश स्वास्थ्य मंत्री बैठ लूडो खेलने लगे देश हॉस्पिटल सड़कों खों खों खेलेगा देश कोरोना,0
इन पाखंड भरे चालों मुक्त किए बंधन सारे कोरोना वायरस आया नंगे गए तंत्र मंत्र चोटीधारी सारे मूल,0
बनारस अब नोएडा डीएम सुहास बड़ा फैसला कोरोना त्रासदी मांगी फीस स्कूल मालिक होगी जेल जनपद मु,0
डॉक्टरों इतनी मोहब्बत सेफ्टी सवाल उठना चाहिए पता चाहिए पता,0
इतिहास याद रखेगा दुनिया तमाम देश कोरोना वैक्सीन खोजने लगे हमारा देश कोरोना धर्म खोजने लगा,0
इन्सान चन्द उसकी बात मानने वालों कारण पूरे मजहब बदनामी आज कोरोना मरीज,0
कोरोना हारना नही कोरोना लड़ना Day Today able help extremely needed ones वक़्त,0
बिहार केंद्र लाख PPE लाख N मास्क मांग क्यों PPE पहन कोरोना चिकित्सक हेल्थ,1
आज स्वास्थ्य मंत्रालय प्रेस कॉन्फ्रेंस बताया मरकज़ निकाले गए लोगों लोगों सि,1
कोरोना हारेगा देश जीतेगा देश जिताने राजस्थान फार्मासिस्ट कोरोना जंग पूरे तन मन धन आपके खड़े,0
कोरोना खिलाफ सरकारी जंग जारी समाधान मिला मुस्लिम बारी,0
वीडियो जनता सलाह देती दिख रही MP हेल्थ सचिव पल्लवी गोविल Corona पॉजिटिव USA वापस आया बेटा हेल्,1
बड़े दौर गुजरे जिंदगी दौर गुजर जायेगा थाम लो पांव घरों कोरोना थम जायेगा ज,0
प्रधानमंत्री नरेंद्र मोदी कोरोना महामारी अंधकार चुनौती देने देशवासियों अप्रैल बजे मिनट,0
आज भारत रिकॉर्ड तोड़ रही कोरोना मरीजो मौत पूरे देश पटाखे फोड़े दीवाली जश्न मनाया जमकर,0
मैं नागरिकों अपील हूँ आज रात्रि बजे सिर्फ मिनट छत बालकनी दरवाज़े,0
Sant Shri Asharamji Bapu बताये अनुसार भारतीय संस्कृति अनुसार लोग खान पान करे साफ सफाई तथा गोमूत्र,0
दीया जलाने उद्देश्य सिर्फ कोरोना महामारी खिलाफ लोग सिर्फ एकजुटता परिचय दें बल्कि लाखों गरीब,0
कोरोना सोच होगा सरकार कोरोना चिंता कम हिंदू मुसलमान चिंता ज्यादा दंगाईग्रस्त सरकार स,0
तमसो मा ज्योतिर्गमय कोरोना हारेगा भारत जीतेगा बजेमिनट India fights corona,0
आज चंडीगढ़ ओर श्री जी कोरोना वायरस लड़ाई सहयोग देने उद्देश्य लाख रूपए,1
कृपया देशवासियों हाँथ जोड़कर अनुरोध कोरोना वायरस बचाव हेतु social distance बनायें योगेंद्र कु,1
जय छठी मईयाहे छठी मईया आशीर्वाद हम कोयलांचल वासियों झारखंड वासियों समस्त भारत वासियों,0
आओं मिलकर जलाएँ देश यशस्वी प्रधानमंत्री जी आह्वान कल अप्रैल रात बजे लाइट्स बंद,1
कोरोना वायरस लेकर India लॉकडाउन हम नेता प्रतिपक्ष आदरणीय श्री जी निर्देशा,0
कोरोना वायरस आज कल निपट लूंगा परंतु दौरान नफरत फैलाने वीडियो पोस्ट छोडूंगा उद्धव,0
इतिहास याद रखेगा दिन संसार डगमगा हिं,0
तबलीगियों असली रुप देश देख कोरोना फैलाने बने प्रयागराज लोटन निषाद जिम्मेदार बताया,0
डॉक्टर कोरोना मरीज तुम्हारी आखिरी इच्छा क्या मरीज जिंदगी भर लोगो मुझे तकलीफ पहुँचाई उनसे ग,0
कोरोना मिनट बनाई गई कविता पैदा समय अन्य पैदाईसें लॉक डाउन बेफिक्री घूमता,0
बाकी दुनिया कोरोना वैक्सीन ढूंढ रही हमारे कोरोना फैलाने वालो ढूंढना पड़,0
COVID संबंधित राहत कार्यों कारण सांसदों सैलरी वर्ष कम MPLADS फंड्स वर्ष राहत,1
गांव अगर दीवाली कुश दिन मौत जाती गांव दुख शामिल होकर पटाखे ज,0
करोड़ जरूरत पड़ी देश पूरी सम्पत्ति दान दूंगा देश हारने दुगा रतन टाटा जी,0
कोरोना लॉकडाउन कारण परिवार मोहल्लेवासी अंतिम शव यात्रा शामिल पाए,1
भारत तिहाई कोरोना संक्रमित तबलीगी जमात वज़ह बढ़े इनके कारण देश जनता कोरोना स्टेज सामना,1
नॅशनल दस्तक न्युज कोरोना संकट,0
माननीय राजीव त्यागी जी कांग्रेस प्रवक्ता आपसे हाथ जोड़ निवेदन,1
पुराने गाने पंक्तियां अगर तूफ़ां नही आता किनारा मिल आजकल गाने भाव आम बोलचाल भाषा,0
राज्य भीलवाड़ा जिले कोरोना वायरस संक्रमण रोकथाम बचाव हेतु उठाये गए प्रभावी कदमों चलते बड़ी सफलता मिली,1
चीन कोरोना वायरस वजह चमगादड़ भारत वजह जाहिल जामाती सुअर सहमत RT,0
बाबा साहेब देश इतना सब मोदी जी क्या हम पुणे स्थित संग्रहालय कोट नीलाम नही इससे पैसा आ,0
टिक टॉक जरिए कोरोना वायरस समाज दूषित जहर वीडियो रूप प्रसारित उसमे फैलाई रही घृ,0
कोरोना अल्लाह देन अल्लाह भरोसा नही बंदे,0
कोरोना अधिक जानलेवा कुरान तबलीगी जमात सिद्ध भाई चारा वाला संगठन आतंकवादी,0
ताली बजाने कोरोना नही भागता सामूहिक लड़ने चेतना निर्माण कल देश रहो नही रह,0
ServingTheNation कोरोना वायरस वजह देश लोकडाउन स्थिति अनुयायियों जरूरतमं,0
कोरोना कारण आईटीटीएफ विश्व रैंकिंग स्थिर रखने फैसला Coronavirus COVIDभारत कोरोना हद नियंत्रण बनाए रखा,0
Covid Donald Trump मोदी कोरोना महामारी खत्म टिप्स फोन बात,1
देखिए कोरोना देश जीताने समस्त देशवासियों जागरूक बनाने CRPF संगीतमय प्रेरक सदेश IndiaFightsCoro,1
कोरोना वायरस बचाव रणनीति बनानी ट्रंप आरती उतारी रही मास्क बनवाने ग़रीबी छुपाने,1
प्रिय बाबा रामदेव बच्चन साहब मेरी दोनों अपील कृपया कोरोना संकट प्रो,0
सुवर देखो कैसे मुँह खाया हु गु उलटी इस्लामिक कोरोना जिहाद मुस्लिम मतलब आतंकवादी,0
वैष्णो देवी कोरोना अली सोहराब फेक न्यूज़ शेयर वाला अबरार हुसैन गिरफ्तार,0
राजस्थान सरकार कोरोना खिलाफ़ जंग मिसाल पेश मध्यप्रदेश सरकार कदम उठाने पड़ेंगे कोरोना परीक्षण,1
मीडिया आज दोगलागिरी रही वो मुद्दे जाति धर्म जोड़ती हुयी आ रही देश चाटुकार पत्र,0
इनको कोरोना होगा क्योंकि सत्संग करती रोजाना दलाल मीडिया प्रोपेंगंडा मुस्लिम खिलाफ चलाएगा BC,0
सरकारकी गलती मुस्लिमोंकी बली सरकारी धन कोरोना वायरस पीड़ितों दान देकर दानवीर बनने ढ़ोग मान,0
अर्थव्यवस्था बेरोजगारी नही संभली कोरोना दोष मड़ कोरोना नही संभला मुस्लिमों दोष मड़ मुस्लिम,0
शादी बेटो चोरी चकारी रो धो लोग काम गुरुत्व समझ पैसे,0
प्रदेश नए वेंटिलेटर बेड तैयार किए गए बड़ी बात सुचारू रूप चालू अच्छी बात,1
शहर गाव तरफ जाता कोरोना ढोंगी बसे होगी क्या लॉक डाउन,1
पाकिस्तान कोरोना मौतों लेकर एकड़ कब्रिस्तान तैयार तैयारी  जाहिलों जमात,0
कोरोना वायरस हमारी आस्था परंपरा विश्वास विचारधारा हमला बोला हमें बचाने कोरोना वायरस,0
बच्चे मोदीजी देश बचाने लड़ाई जय हिंद मेरा साल बेटा,0
कोरोना खत्म नमक TATA सिम JIO समान पतंजलि गाड़ी महिंद्रा मूवी अक्षय कुमार आ,0
लग कोरोना आज जन्मदिन मोमबत्ती पटाखे बज,0
कोरोना महामारी चलते घबराए सही देखभाल समय जांच आये माँ बच्चे आंच राजस्थान सतर्क,0
SantRampalJi CanEndCoronaहै प्रधानमंत्रीजी भारत सरकार Narendermodi जी हम परमात्मा कबीर साहेब सवासौ करोड़ बच्चे आ,0
COVID LockDown Lucknow स्कूलों लखनऊडीएम आदेश कोरोना आपदा नही ले सकेंगे एडवांस फ़ीस,1
पूरी दुनिया घुमने आज कोरोना डर जायगा एसे राजा हरकत देख अंधेर नगरी चौपट राजा,0
कोरोना खिलाफ मुहिम उत्साह बढ़ाने वाली IndiaFightsCorona,0
लग कोरोना आज जन्मदिन मोमबत्ती पटाखे चल मोदीजी अंधविश्वासी अंधेर नगरी चौपट,0
कोरोना हराना आज रात ः बजे मिनट आगे सोशल डिस्टेंसिंग रखते,0
सरकार बिना तैयारी किए गए लाकडाउन कोरोना बढ़ने खतरा बढ़ क्या बात दबाने मीडिया मु,1
Lockdown means तालाबंदी वो आपातकालीन व्यव्यस्था महामारी,0
संघ कार्यालय उपयोग कोरोना कोरंटाइन सेंटर रूप जाए,0
आज दीवाली आनंद आया वैसा साल बिना बिजली लाइट रोशनी केवल दिए मोमबती हमारे तरफ कु,0
जमाती सरकार जमाई इलाज कोशिश रही समझ नही आ जमातियों,0
कोरोना कोइ शकल पक्का तुझसे मिलती गंदी सोच शकल तुम्हारी,0
रेल मंत्रालय धन्यवाद आइसोलेशन bed रेलवे कोच मैं तैयार अद्भुत इनोवेशन,0
बाँलीवुड कोरोना लड़ने बड़ा दान देने बने शाहरुख खान जगह करेगे दान डाक्ट,1
₹१०००० दस हजार रुपया आज ‌पीएम केयर्स फंड कोरोना पीड़ित सहायतार्थ डोनेट विजय प्रताप सिंह,1
स्पेन राजकुमारी इटली मंत्री कोरोना कारण मौत यहां मास्क लगा लोग सुपरमैन समझ घूम st,0
पूरे दिन कोरोना देख देख दिमाग खराब,0
लॉकडाउन सही गलत तरीके लगाया सोनिया गांधी क्या चाहती मेडम मोदी जी लॉकडाउन पूरे देश मुनादी कराते,0
मोमबत्ती गैंग मोमबत्ती छोडकर भाग गयी देश कोरोना अधिक खतरनाक देश एकता कोरो,0
